City,Property Type,Period Begin,Period End,Median Sale Price (in 000's of dollars)
Snoqualmie,Single Family Residential,4/1/19,4/30/19,725
Snoqualmie,Single Family Residential,5/1/19,5/31/19,675
Redmond,Single Family Residential,6/1/19,6/30/19,"1,033"
Seattle,Single Family Residential,6/1/19,6/30/19,785
Seattle,Single Family Residential,8/1/19,8/31/19,760
Issaquah,Single Family Residential,8/1/19,8/31/19,955
Snoqualmie,Single Family Residential,9/1/19,9/30/19,768
Kent,Single Family Residential,3/1/10,3/31/10,258
Seattle,Single Family Residential,6/1/10,6/30/10,420
Kenmore,Single Family Residential,9/1/10,9/30/10,345
Seattle,Single Family Residential,9/1/10,9/30/10,426
Sammamish,Single Family Residential,1/1/11,1/31/11,535
Tacoma,Single Family Residential,1/1/11,1/31/11,167
Bothell,Single Family Residential,2/1/11,2/28/11,323
Sammamish,Single Family Residential,2/1/11,2/28/11,559
Snoqualmie,Single Family Residential,2/1/11,2/28/11,406
Bothell,Single Family Residential,4/1/11,4/30/11,350
Kenmore,Single Family Residential,5/1/11,5/31/11,380
Kent,Single Family Residential,6/1/11,6/30/11,228
Bellevue,Single Family Residential,7/1/11,7/31/11,479
Redmond,Single Family Residential,7/1/11,7/31/11,530
Issaquah,Single Family Residential,9/1/11,9/30/11,499
Bellevue,Single Family Residential,11/1/11,11/30/11,545
Sammamish,Single Family Residential,2/1/12,2/29/12,565
Issaquah,Single Family Residential,8/1/12,8/31/12,497
Sammamish,Single Family Residential,9/1/12,9/30/12,545
Mercer Island,Single Family Residential,9/1/12,9/30/12,986
Kenmore,Single Family Residential,10/1/12,10/31/12,434
Snoqualmie,Single Family Residential,11/1/12,11/30/12,425
Issaquah,Single Family Residential,3/1/13,3/31/13,540
Bothell,Single Family Residential,6/1/13,6/30/13,400
Seattle,Single Family Residential,6/1/13,6/30/13,454
Sammamish,Single Family Residential,10/1/13,10/31/13,637
Bellevue,Single Family Residential,3/1/14,3/31/14,701
Mercer Island,Single Family Residential,5/1/14,5/31/14,"1,250"
Olympia,Single Family Residential,6/1/14,6/30/14,257
Kenmore,Single Family Residential,6/1/14,6/30/14,508
Seattle,Single Family Residential,8/1/14,8/31/14,480
Snoqualmie,Single Family Residential,8/1/14,8/31/14,533
Seattle,Single Family Residential,9/1/14,9/30/14,500
Bellevue,Single Family Residential,9/1/14,9/30/14,717
Sammamish,Single Family Residential,12/1/14,12/31/14,750
Mercer Island,Single Family Residential,12/1/14,12/31/14,"1,075"
Bothell,Single Family Residential,1/1/15,1/31/15,500
Mercer Island,Single Family Residential,1/1/15,1/31/15,"1,210"
Bothell,Single Family Residential,2/1/15,2/28/15,480
Sammamish,Single Family Residential,6/1/15,6/30/15,705
Tacoma,Single Family Residential,7/1/15,7/31/15,210
Redmond,Single Family Residential,10/1/15,10/31/15,725
Snoqualmie,Single Family Residential,12/1/15,12/31/15,528
Tacoma,Single Family Residential,1/1/16,1/31/16,200
Kenmore,Single Family Residential,2/1/16,2/29/16,574
Bothell,Single Family Residential,3/1/16,3/31/16,536
Olympia,Single Family Residential,6/1/16,6/30/16,278
Tacoma,Single Family Residential,6/1/16,6/30/16,240
Redmond,Single Family Residential,7/1/16,7/31/16,750
Snoqualmie,Single Family Residential,8/1/16,8/31/16,621
Kirkland,Single Family Residential,8/1/16,8/31/16,773
Mercer Island,Single Family Residential,12/1/16,12/31/16,"1,491"
Bellevue,Single Family Residential,5/1/17,5/31/17,"1,120"
Olympia,Single Family Residential,6/1/17,6/30/17,322
Seattle,Single Family Residential,6/1/17,6/30/17,768
Sammamish,Single Family Residential,6/1/17,6/30/17,900
Mercer Island,Single Family Residential,7/1/17,7/31/17,"1,560"
Bothell,Single Family Residential,8/1/17,8/31/17,629
Snoqualmie,Single Family Residential,9/1/17,9/30/17,755
Seattle,Single Family Residential,9/1/17,9/30/17,710
Bothell,Single Family Residential,12/1/17,12/31/17,712
Snoqualmie,Single Family Residential,3/1/18,3/31/18,850
Olympia,Single Family Residential,4/1/18,4/30/18,309
Kent,Single Family Residential,6/1/18,6/30/18,452
Olympia,Single Family Residential,8/1/18,8/31/18,340
Tacoma,Single Family Residential,9/1/18,9/30/18,310
Issaquah,Single Family Residential,11/1/18,11/30/18,860
Mercer Island,Single Family Residential,2/1/19,2/28/19,"1,430"
Bothell,Single Family Residential,3/1/19,3/31/19,720
Mercer Island,Single Family Residential,5/1/19,5/31/19,"1,798"
Kenmore,Single Family Residential,7/1/19,7/31/19,725
Bothell,Single Family Residential,7/1/19,7/31/19,690
Bellevue,Single Family Residential,9/1/19,9/30/19,"1,130"
Bellevue,Single Family Residential,1/1/10,1/31/10,581
Snoqualmie,Single Family Residential,2/1/10,2/28/10,453
Redmond,Single Family Residential,4/1/10,4/30/10,538
Redmond,Single Family Residential,7/1/10,7/31/10,530
Bothell,Single Family Residential,8/1/10,8/31/10,370
Bellevue,Single Family Residential,10/1/10,10/31/10,566
Bellevue,Single Family Residential,11/1/10,11/30/10,617
Tacoma,Single Family Residential,11/1/10,11/30/10,170
Bothell,Single Family Residential,12/1/10,12/31/10,356
Mercer Island,Single Family Residential,5/1/11,5/31/11,718
Bothell,Single Family Residential,7/1/11,7/31/11,340
Snoqualmie,Single Family Residential,8/1/11,8/31/11,439
Redmond,Single Family Residential,9/1/11,9/30/11,562
Kenmore,Single Family Residential,2/1/12,2/29/12,392
Kent,Single Family Residential,2/1/12,2/29/12,245
Bothell,Single Family Residential,3/1/12,3/31/12,346
Kenmore,Single Family Residential,3/1/12,3/31/12,377
Olympia,Single Family Residential,4/1/12,4/30/12,253
Snoqualmie,Single Family Residential,5/1/12,5/31/12,446
Bellevue,Single Family Residential,7/1/12,7/31/12,610
Mercer Island,Single Family Residential,11/1/12,11/30/12,717
Olympia,Single Family Residential,12/1/12,12/31/12,228
Bellevue,Single Family Residential,1/1/13,1/31/13,597
Bothell,Single Family Residential,2/1/13,2/28/13,366
Mercer Island,Single Family Residential,3/1/13,3/31/13,905
Bellevue,Single Family Residential,4/1/13,4/30/13,650
Seattle,Single Family Residential,5/1/13,5/31/13,465
Mercer Island,Single Family Residential,5/1/13,5/31/13,900
Bellevue,Single Family Residential,6/1/13,6/30/13,685
Bellevue,Single Family Residential,9/1/13,9/30/13,700
Olympia,Single Family Residential,11/1/13,11/30/13,247
Snoqualmie,Single Family Residential,12/1/13,12/31/13,548
Olympia,Single Family Residential,1/1/14,1/31/14,230
Olympia,Single Family Residential,7/1/14,7/31/14,250
Bothell,Single Family Residential,8/1/14,8/31/14,472
Kenmore,Single Family Residential,11/1/14,11/30/14,489
Olympia,Single Family Residential,1/1/15,1/31/15,262
Redmond,Single Family Residential,2/1/15,2/28/15,658
Mercer Island,Single Family Residential,4/1/15,4/30/15,"1,165"
Mercer Island,Single Family Residential,8/1/15,8/31/15,"1,400"
Snoqualmie,Single Family Residential,10/1/15,10/31/15,581
Sammamish,Single Family Residential,10/1/15,10/31/15,740
Issaquah,Single Family Residential,11/1/15,11/30/15,665
Kenmore,Single Family Residential,1/1/16,1/31/16,590
Bellevue,Single Family Residential,2/1/16,2/29/16,906
Sammamish,Single Family Residential,2/1/16,2/29/16,794
Mercer Island,Single Family Residential,3/1/16,3/31/16,"1,580"
Olympia,Single Family Residential,4/1/16,4/30/16,287
Tacoma,Single Family Residential,4/1/16,4/30/16,230
Kent,Single Family Residential,5/1/16,5/31/16,365
Kent,Single Family Residential,7/1/16,7/31/16,348
Seattle,Single Family Residential,8/1/16,8/31/16,621
Bothell,Single Family Residential,9/1/16,9/30/16,535
Olympia,Single Family Residential,10/1/16,10/31/16,281
Kenmore,Single Family Residential,4/1/17,4/30/17,700
Redmond,Single Family Residential,5/1/17,5/31/17,896
Olympia,Single Family Residential,7/1/17,7/31/17,304
Sammamish,Single Family Residential,7/1/17,7/31/17,925
Snoqualmie,Single Family Residential,8/1/17,8/31/17,709
Sammamish,Single Family Residential,2/1/18,2/28/18,950
Kenmore,Single Family Residential,4/1/18,4/30/18,707
Snoqualmie,Single Family Residential,6/1/18,6/30/18,812
Olympia,Single Family Residential,7/1/18,7/31/18,349
Kenmore,Single Family Residential,7/1/18,7/31/18,730
Kirkland,Single Family Residential,8/1/18,8/31/18,890
Seattle,Single Family Residential,9/1/18,9/30/18,765
Bothell,Single Family Residential,10/1/18,10/31/18,707
Kenmore,Single Family Residential,10/1/18,10/31/18,717
Bothell,Single Family Residential,12/1/18,12/31/18,677
Seattle,Single Family Residential,2/1/19,2/28/19,725
Redmond,Single Family Residential,5/1/19,5/31/19,"1,013"
Sammamish,Single Family Residential,5/1/19,5/31/19,980
Kirkland,Single Family Residential,6/1/19,6/30/19,980
Sammamish,Single Family Residential,8/1/19,8/31/19,"1,025"
Bothell,Single Family Residential,3/1/10,3/31/10,363
Olympia,Single Family Residential,4/1/10,4/30/10,235
Tacoma,Single Family Residential,4/1/10,4/30/10,179
Bothell,Single Family Residential,5/1/10,5/31/10,334
Kenmore,Single Family Residential,6/1/10,6/30/10,360
Snoqualmie,Single Family Residential,7/1/10,7/31/10,460
Bothell,Single Family Residential,9/1/10,9/30/10,361
Issaquah,Single Family Residential,9/1/10,9/30/10,470
Snoqualmie,Single Family Residential,9/1/10,9/30/10,490
Olympia,Single Family Residential,10/1/10,10/31/10,270
Seattle,Single Family Residential,10/1/10,10/31/10,398
Seattle,Single Family Residential,1/1/11,1/31/11,390
Snoqualmie,Single Family Residential,1/1/11,1/31/11,448
Kirkland,Single Family Residential,4/1/11,4/30/11,413
Issaquah,Single Family Residential,5/1/11,5/31/11,483
Bothell,Single Family Residential,6/1/11,6/30/11,335
Olympia,Single Family Residential,7/1/11,7/31/11,273
Mercer Island,Single Family Residential,7/1/11,7/31/11,800
Bellevue,Single Family Residential,8/1/11,8/31/11,565
Mercer Island,Single Family Residential,8/1/11,8/31/11,930
Kirkland,Single Family Residential,12/1/11,12/31/11,429
Bothell,Single Family Residential,2/1/12,2/29/12,330
Issaquah,Single Family Residential,2/1/12,2/29/12,458
Bellevue,Single Family Residential,3/1/12,3/31/12,537
Kirkland,Single Family Residential,4/1/12,4/30/12,380
Seattle,Single Family Residential,4/1/12,4/30/12,422
Kirkland,Single Family Residential,5/1/12,5/31/12,400
Tacoma,Single Family Residential,6/1/12,6/30/12,160
Mercer Island,Single Family Residential,7/1/12,7/31/12,780
Kent,Single Family Residential,10/1/12,10/31/12,255
Sammamish,Single Family Residential,11/1/12,11/30/12,588
Sammamish,Single Family Residential,3/1/13,3/31/13,620
Redmond,Single Family Residential,3/1/13,3/31/13,577
Kent,Single Family Residential,3/1/13,3/31/13,267
Tacoma,Single Family Residential,3/1/13,3/31/13,155
Seattle,Single Family Residential,4/1/13,4/30/13,434
Snoqualmie,Single Family Residential,5/1/13,5/31/13,453
Olympia,Single Family Residential,6/1/13,6/30/13,241
Sammamish,Single Family Residential,7/1/13,7/31/13,641
Mercer Island,Single Family Residential,7/1/13,7/31/13,"1,052"
Sammamish,Single Family Residential,9/1/13,9/30/13,617
Seattle,Single Family Residential,9/1/13,9/30/13,465
Bothell,Single Family Residential,9/1/13,9/30/13,405
Mercer Island,Single Family Residential,10/1/13,10/31/13,"1,130"
Mercer Island,Single Family Residential,11/1/13,11/30/13,"1,042"
Bellevue,Single Family Residential,12/1/13,12/31/13,650
Redmond,Single Family Residential,2/1/14,2/28/14,575
Olympia,Single Family Residential,3/1/14,3/31/14,245
Olympia,Single Family Residential,5/1/14,5/31/14,250
Bellevue,Single Family Residential,6/1/14,6/30/14,859
Redmond,Single Family Residential,7/1/14,7/31/14,661
Issaquah,Single Family Residential,9/1/14,9/30/14,575
Bothell,Single Family Residential,10/1/14,10/31/14,442
Sammamish,Single Family Residential,3/1/15,3/31/15,684
Redmond,Single Family Residential,3/1/15,3/31/15,619
Olympia,Single Family Residential,6/1/15,6/30/15,270
Bellevue,Single Family Residential,6/1/15,6/30/15,810
Olympia,Single Family Residential,12/1/15,12/31/15,260
Kenmore,Single Family Residential,12/1/15,12/31/15,650
Redmond,Single Family Residential,3/1/16,3/31/16,709
Kent,Single Family Residential,3/1/16,3/31/16,355
Mercer Island,Single Family Residential,5/1/16,5/31/16,"1,558"
Issaquah,Single Family Residential,6/1/16,6/30/16,718
Bothell,Single Family Residential,8/1/16,8/31/16,546
Issaquah,Single Family Residential,10/1/16,10/31/16,792
Bothell,Single Family Residential,11/1/16,11/30/16,580
Redmond,Single Family Residential,1/1/17,1/31/17,770
Bellevue,Single Family Residential,1/1/17,1/31/17,863
Bellevue,Single Family Residential,2/1/17,2/28/17,"1,110"
Kent,Single Family Residential,3/1/17,3/31/17,381
Snoqualmie,Single Family Residential,5/1/17,5/31/17,683
Bothell,Single Family Residential,7/1/17,7/31/17,661
Kenmore,Single Family Residential,7/1/17,7/31/17,680
Sammamish,Single Family Residential,8/1/17,8/31/17,937
Tacoma,Single Family Residential,9/1/17,9/30/17,283
Snoqualmie,Single Family Residential,10/1/17,10/31/17,808
Redmond,Single Family Residential,10/1/17,10/31/17,836
Olympia,Single Family Residential,11/1/17,11/30/17,303
Kent,Single Family Residential,1/1/18,1/31/18,447
Snoqualmie,Single Family Residential,1/1/18,1/31/18,590
Redmond,Single Family Residential,2/1/18,2/28/18,941
Tacoma,Single Family Residential,2/1/18,2/28/18,289
Mercer Island,Single Family Residential,3/1/18,3/31/18,"1,574"
Kent,Single Family Residential,4/1/18,4/30/18,453
Redmond,Single Family Residential,7/1/18,7/31/18,988
Tacoma,Single Family Residential,7/1/18,7/31/18,310
Sammamish,Single Family Residential,8/1/18,8/31/18,"1,040"
Kirkland,Single Family Residential,10/1/18,10/31/18,"1,005"
Seattle,Single Family Residential,11/1/18,11/30/18,740
Mercer Island,Single Family Residential,1/1/19,1/31/19,"1,703"
Olympia,Single Family Residential,2/1/19,2/28/19,325
Bellevue,Single Family Residential,2/1/19,2/28/19,"1,188"
Bellevue,Single Family Residential,3/1/19,3/31/19,"1,146"
Seattle,Single Family Residential,4/1/19,4/30/19,803
Seattle,Single Family Residential,7/1/19,7/31/19,750
Snoqualmie,Single Family Residential,7/1/19,7/31/19,683
Bellevue,Townhouse,1/1/10,1/31/10,329
Bellevue,Townhouse,4/1/10,4/30/10,355
Bellevue,Townhouse,6/1/10,6/30/10,329
Bellevue,Townhouse,10/1/10,10/31/10,360
Issaquah,Townhouse,1/1/11,1/31/11,290
Bothell,Townhouse,1/1/11,1/31/11,213
Bothell,Townhouse,5/1/11,5/31/11,240
Tacoma,Townhouse,5/1/11,5/31/11,148
Tacoma,Townhouse,6/1/11,6/30/11,184
Kirkland,Townhouse,7/1/11,7/31/11,244
Tacoma,Townhouse,9/1/11,9/30/11,85
Snoqualmie,Townhouse,3/1/12,3/31/12,353
Bellevue,Townhouse,5/1/12,5/31/12,254
Seattle,Townhouse,6/1/12,6/30/12,333
Kirkland,Townhouse,7/1/12,7/31/12,363
Snoqualmie,Townhouse,9/1/12,9/30/12,360
Tacoma,Townhouse,2/1/13,2/28/13,165
Bellevue,Townhouse,4/1/13,4/30/13,335
Olympia,Townhouse,8/1/13,8/31/13,98
Olympia,Townhouse,1/1/14,1/31/14,179
Sammamish,Townhouse,1/1/14,1/31/14,288
Olympia,Townhouse,2/1/14,2/28/14,209
Issaquah,Townhouse,2/1/14,2/28/14,375
Bellevue,Townhouse,4/1/14,4/30/14,381
Redmond,Townhouse,5/1/14,5/31/14,410
Bellevue,Townhouse,5/1/14,5/31/14,312
Kirkland,Townhouse,5/1/14,5/31/14,311
Kirkland,Townhouse,6/1/14,6/30/14,303
Kent,Townhouse,6/1/14,6/30/14,179
Olympia,Townhouse,11/1/14,11/30/14,95
Redmond,Townhouse,11/1/14,11/30/14,408
Kent,Townhouse,12/1/14,12/31/14,155
Issaquah,Townhouse,3/1/15,3/31/15,433
Kirkland,Townhouse,4/1/15,4/30/15,350
Kirkland,Townhouse,6/1/15,6/30/15,357
Seattle,Townhouse,7/1/15,7/31/15,523
Snoqualmie,Townhouse,9/1/15,9/30/15,359
Tacoma,Townhouse,1/1/16,1/31/16,158
Olympia,Townhouse,2/1/16,2/29/16,124
Redmond,Townhouse,3/1/16,3/31/16,487
Redmond,Townhouse,4/1/16,4/30/16,389
Bellevue,Townhouse,4/1/16,4/30/16,518
Tacoma,Townhouse,4/1/16,4/30/16,239
Kenmore,Townhouse,5/1/16,5/31/16,475
Kirkland,Townhouse,7/1/16,7/31/16,440
Tacoma,Townhouse,7/1/16,7/31/16,176
Sammamish,Townhouse,8/1/16,8/31/16,508
Tacoma,Townhouse,10/1/16,10/31/16,239
Kenmore,Townhouse,11/1/16,11/30/16,375
Snoqualmie,Townhouse,11/1/16,11/30/16,440
Sammamish,Townhouse,1/1/17,1/31/17,485
Tacoma,Townhouse,2/1/17,2/28/17,180
Olympia,Townhouse,7/1/17,7/31/17,242
Bellevue,Townhouse,3/1/18,3/31/18,803
Snoqualmie,Townhouse,3/1/18,3/31/18,707
Seattle,Townhouse,6/1/18,6/30/18,740
Redmond,Townhouse,7/1/18,7/31/18,623
Bellevue,Townhouse,7/1/18,7/31/18,599
Sammamish,Townhouse,10/1/18,10/31/18,692
Olympia,Townhouse,1/1/19,1/31/19,325
Tacoma,Townhouse,1/1/19,1/31/19,283
Redmond,Townhouse,3/1/19,3/31/19,639
Kirkland,Townhouse,5/1/19,5/31/19,639
Seattle,Townhouse,5/1/19,5/31/19,700
Snoqualmie,Townhouse,6/1/19,6/30/19,592
Bothell,Townhouse,9/1/19,9/30/19,510
Redmond,Townhouse,1/1/10,1/31/10,377
Bothell,Townhouse,1/1/10,1/31/10,282
Tacoma,Townhouse,4/1/10,4/30/10,148
Kirkland,Townhouse,5/1/10,5/31/10,205
Tacoma,Townhouse,6/1/10,6/30/10,227
Seattle,Townhouse,7/1/10,7/31/10,380
Bothell,Townhouse,7/1/10,7/31/10,217
Seattle,Townhouse,8/1/10,8/31/10,338
Tacoma,Townhouse,8/1/10,8/31/10,154
Issaquah,Townhouse,9/1/10,9/30/10,245
Kent,Townhouse,10/1/10,10/31/10,210
Seattle,Townhouse,12/1/10,12/31/10,324
Tacoma,Townhouse,12/1/10,12/31/10,141
Olympia,Townhouse,5/1/11,5/31/11,200
Sammamish,Townhouse,5/1/11,5/31/11,266
Bothell,Townhouse,8/1/11,8/31/11,158
Sammamish,Townhouse,10/1/11,10/31/11,267
Seattle,Townhouse,12/1/11,12/31/11,326
Olympia,Townhouse,1/1/12,1/31/12,190
Bellevue,Townhouse,3/1/12,3/31/12,279
Kirkland,Townhouse,5/1/12,5/31/12,293
Issaquah,Townhouse,5/1/12,5/31/12,299
Bothell,Townhouse,6/1/12,6/30/12,243
Mercer Island,Townhouse,6/1/12,6/30/12,500
Sammamish,Townhouse,7/1/12,7/31/12,246
Sammamish,Townhouse,8/1/12,8/31/12,342
Sammamish,Townhouse,10/1/12,10/31/12,320
Snoqualmie,Townhouse,11/1/12,11/30/12,219
Olympia,Townhouse,12/1/12,12/31/12,160
Olympia,Townhouse,4/1/13,4/30/13,78
Bothell,Townhouse,4/1/13,4/30/13,205
Bothell,Townhouse,5/1/13,5/31/13,253
Snoqualmie,Townhouse,6/1/13,6/30/13,340
Tacoma,Townhouse,9/1/13,9/30/13,148
Olympia,Townhouse,10/1/13,10/31/13,155
Issaquah,Townhouse,11/1/13,11/30/13,355
Sammamish,Townhouse,2/1/14,2/28/14,389
Snoqualmie,Townhouse,3/1/14,3/31/14,225
Seattle,Townhouse,8/1/14,8/31/14,417
Kent,Townhouse,9/1/14,9/30/14,178
Redmond,Townhouse,10/1/14,10/31/14,366
Snoqualmie,Townhouse,10/1/14,10/31/14,320
Seattle,Townhouse,11/1/14,11/30/14,415
Snoqualmie,Townhouse,3/1/15,3/31/15,378
Tacoma,Townhouse,4/1/15,4/30/15,160
Sammamish,Townhouse,5/1/15,5/31/15,390
Tacoma,Townhouse,6/1/15,6/30/15,210
Sammamish,Townhouse,8/1/15,8/31/15,408
Tacoma,Townhouse,9/1/15,9/30/15,185
Snoqualmie,Townhouse,12/1/15,12/31/15,284
Seattle,Townhouse,2/1/16,2/29/16,593
Snoqualmie,Townhouse,4/1/16,4/30/16,429
Issaquah,Townhouse,8/1/16,8/31/16,510
Snoqualmie,Townhouse,10/1/16,10/31/16,438
Olympia,Townhouse,11/1/16,11/30/16,206
Kent,Townhouse,11/1/16,11/30/16,285
Olympia,Townhouse,12/1/16,12/31/16,226
Bothell,Townhouse,12/1/16,12/31/16,274
Seattle,Townhouse,1/1/17,1/31/17,663
Sammamish,Townhouse,4/1/17,4/30/17,540
Bothell,Townhouse,5/1/17,5/31/17,430
Kenmore,Townhouse,6/1/17,6/30/17,472
Issaquah,Townhouse,6/1/17,6/30/17,510
Snoqualmie,Townhouse,6/1/17,6/30/17,550
Snoqualmie,Townhouse,10/1/17,10/31/17,580
Bellevue,Townhouse,12/1/17,12/31/17,759
Kenmore,Townhouse,1/1/18,1/31/18,483
Bothell,Townhouse,2/1/18,2/28/18,460
Kenmore,Townhouse,3/1/18,3/31/18,439
Snoqualmie,Townhouse,4/1/18,4/30/18,636
Snoqualmie,Townhouse,9/1/18,9/30/18,696
Olympia,Townhouse,11/1/18,11/30/18,250
Olympia,Townhouse,12/1/18,12/31/18,236
Redmond,Townhouse,1/1/19,1/31/19,611
Kenmore,Townhouse,4/1/19,4/30/19,691
Redmond,Townhouse,4/1/19,4/30/19,655
Bothell,Townhouse,5/1/19,5/31/19,499
Seattle,Townhouse,6/1/19,6/30/19,705
Redmond,Townhouse,6/1/19,6/30/19,650
Olympia,Townhouse,7/1/19,7/31/19,282
Kent,Townhouse,7/1/19,7/31/19,296
Tacoma,Townhouse,7/1/19,7/31/19,322
Issaquah,Townhouse,8/1/19,8/31/19,610
Bellevue,Townhouse,2/1/10,2/28/10,368
Snoqualmie,Townhouse,3/1/10,3/31/10,312
Kent,Townhouse,6/1/10,6/30/10,194
Olympia,Townhouse,7/1/10,7/31/10,174
Bellevue,Townhouse,7/1/10,7/31/10,272
Olympia,Townhouse,9/1/10,9/30/10,145
Bothell,Townhouse,9/1/10,9/30/10,225
Snoqualmie,Townhouse,10/1/10,10/31/10,259
Bellevue,Townhouse,12/1/10,12/31/10,375
Tacoma,Townhouse,1/1/11,1/31/11,135
Tacoma,Townhouse,2/1/11,2/28/11,109
Tacoma,Townhouse,3/1/11,3/31/11,198
Bellevue,Townhouse,5/1/11,5/31/11,313
Kirkland,Townhouse,6/1/11,6/30/11,325
Bothell,Townhouse,7/1/11,7/31/11,190
Seattle,Townhouse,9/1/11,9/30/11,321
Bellevue,Townhouse,9/1/11,9/30/11,356
Redmond,Townhouse,11/1/11,11/30/11,289
Redmond,Townhouse,12/1/11,12/31/11,297
Redmond,Townhouse,2/1/12,2/29/12,177
Snoqualmie,Townhouse,2/1/12,2/29/12,222
Tacoma,Townhouse,5/1/12,5/31/12,156
Issaquah,Townhouse,7/1/12,7/31/12,246
Bellevue,Townhouse,8/1/12,8/31/12,352
Seattle,Townhouse,9/1/12,9/30/12,375
Kent,Townhouse,9/1/12,9/30/12,90
Mercer Island,Townhouse,1/1/13,1/31/13,505
Redmond,Townhouse,1/1/13,1/31/13,330
Bellevue,Townhouse,1/1/13,1/31/13,339
Redmond,Townhouse,3/1/13,3/31/13,326
Snoqualmie,Townhouse,3/1/13,3/31/13,299
Redmond,Townhouse,4/1/13,4/30/13,322
Issaquah,Townhouse,4/1/13,4/30/13,315
Olympia,Townhouse,5/1/13,5/31/13,203
Issaquah,Townhouse,6/1/13,6/30/13,330
Bellevue,Townhouse,8/1/13,8/31/13,380
Redmond,Townhouse,9/1/13,9/30/13,369
Mercer Island,Townhouse,10/1/13,10/31/13,620
Sammamish,Townhouse,11/1/13,11/30/13,355
Seattle,Townhouse,11/1/13,11/30/13,405
Tacoma,Townhouse,11/1/13,11/30/13,90
Bellevue,Townhouse,1/1/14,1/31/14,375
Olympia,Townhouse,3/1/14,3/31/14,204
Redmond,Townhouse,4/1/14,4/30/14,425
Tacoma,Townhouse,5/1/14,5/31/14,192
Bellevue,Townhouse,7/1/14,7/31/14,408
Kirkland,Townhouse,9/1/14,9/30/14,360
Tacoma,Townhouse,9/1/14,9/30/14,186
Sammamish,Townhouse,12/1/14,12/31/14,375
Bothell,Townhouse,2/1/15,2/28/15,295
Kirkland,Townhouse,7/1/15,7/31/15,380
Kenmore,Townhouse,8/1/15,8/31/15,293
Redmond,Townhouse,10/1/15,10/31/15,408
Olympia,Townhouse,11/1/15,11/30/15,138
Issaquah,Townhouse,1/1/16,1/31/16,436
Bellevue,Townhouse,2/1/16,2/29/16,445
Snoqualmie,Townhouse,6/1/16,6/30/16,479
Kenmore,Townhouse,1/1/17,1/31/17,590
Bellevue,Townhouse,4/1/17,4/30/17,535
Redmond,Townhouse,5/1/17,5/31/17,495
Kenmore,Townhouse,12/1/17,12/31/17,425
Kirkland,Townhouse,12/1/17,12/31/17,662
Bellevue,Townhouse,8/1/18,8/31/18,774
Tacoma,Townhouse,9/1/18,9/30/18,279
Bellevue,Townhouse,10/1/18,10/31/18,778
Bellevue,Townhouse,3/1/19,3/31/19,791
Bothell,Townhouse,3/1/19,3/31/19,580
Snoqualmie,Townhouse,3/1/19,3/31/19,510
Sammamish,Single Family Residential,9/1/19,9/30/19,"1,025"
Snoqualmie,Townhouse,1/1/10,1/31/10,260
Tacoma,Townhouse,1/1/10,1/31/10,125
Kirkland,Townhouse,3/1/10,3/31/10,348
Bellevue,Townhouse,5/1/10,5/31/10,337
Redmond,Townhouse,6/1/10,6/30/10,320
Bothell,Townhouse,6/1/10,6/30/10,297
Snoqualmie,Townhouse,7/1/10,7/31/10,293
Snoqualmie,Townhouse,9/1/10,9/30/10,365
Kent,Townhouse,11/1/10,11/30/10,154
Olympia,Townhouse,12/1/10,12/31/10,235
Bothell,Townhouse,12/1/10,12/31/10,220
Olympia,Townhouse,2/1/11,2/28/11,159
Bothell,Townhouse,3/1/11,3/31/11,240
Sammamish,Townhouse,3/1/11,3/31/11,337
Kirkland,Townhouse,3/1/11,3/31/11,270
Snoqualmie,Townhouse,4/1/11,4/30/11,357
Seattle,Townhouse,4/1/11,4/30/11,281
Bellevue,Townhouse,4/1/11,4/30/11,302
Snoqualmie,Townhouse,5/1/11,5/31/11,275
Bellevue,Townhouse,7/1/11,7/31/11,275
Tacoma,Townhouse,8/1/11,8/31/11,150
Kent,Townhouse,10/1/11,10/31/11,148
Bothell,Townhouse,10/1/11,10/31/11,250
Olympia,Townhouse,12/1/11,12/31/11,261
Bothell,Townhouse,4/1/12,4/30/12,209
Issaquah,Townhouse,4/1/12,4/30/12,291
Olympia,Townhouse,6/1/12,6/30/12,184
Olympia,Townhouse,7/1/12,7/31/12,173
Bellevue,Townhouse,7/1/12,7/31/12,346
Redmond,Townhouse,8/1/12,8/31/12,288
Kirkland,Townhouse,10/1/12,10/31/12,259
